"seqnames"	"start"	"end"	"width"	"strand"	"gene_id"	"gene_name"	"gene_biotype"	"seq_coord_system"	"symbol"	"entrezid"
"ENSG00000275774"	"chr1"	13116854	13116855	2	"-"	"ENSG00000275774"	"HNRNPCL2"	"protein_coding"	"chromosome"	"HNRNPCL2"	440563
"ENSG00000280267"	"chr1"	13155961	13155962	2	"-"	"ENSG00000280267"	"PRAMEF26"	"protein_coding"	"chromosome"	"PRAMEF26"	645359
"ENSG00000179412"	"chr1"	13165467	13165468	2	"-"	"ENSG00000179412"	"HNRNPCL4"	"protein_coding"	"chromosome"	"HNRNPCL4"	101060301
"ENSG00000204505"	"chr1"	13172454	13172455	2	"+"	"ENSG00000204505"	"PRAMEF9"	"protein_coding"	"chromosome"	"PRAMEF9"	343070
"ENSG00000279804"	"chr1"	13226133	13226134	2	"-"	"ENSG00000279804"	"PRAMEF18"	"protein_coding"	"chromosome"	"PRAMEF18"	391003
"ENSG00000270601"	"chr1"	13254211	13254212	2	"+"	"ENSG00000270601"	"PRAMEF5"	"protein_coding"	"chromosome"	"PRAMEF5"	343068
"ENSG00000182330"	"chr1"	13285174	13285175	2	"-"	"ENSG00000182330"	"PRAMEF8"	"protein_coding"	"chromosome"	"PRAMEF8"	391002
"ENSG00000204501"	"chr1"	13303508	13303509	2	"+"	"ENSG00000204501"	"PRAMEF15"	"protein_coding"	"chromosome"	"PRAMEF15"	653619
"ENSG00000204481"	"chr1"	13347134	13347135	2	"-"	"ENSG00000204481"	"PRAMEF14"	"protein_coding"	"chromosome"	"PRAMEF14"	729528
"ENSG00000204480"	"chr1"	13371693	13371694	2	"-"	"ENSG00000204480"	"PRAMEF19"	"protein_coding"	"chromosome"	"PRAMEF19"	.
"ENSG00000204479"	"chr1"	13389631	13389632	2	"+"	"ENSG00000204479"	"PRAMEF17"	"protein_coding"	"chromosome"	"PRAMEF17"	391004
"ENSG00000204478"	"chr1"	13410449	13410450	2	"+"	"ENSG00000204478"	"PRAMEF20"	"protein_coding"	"chromosome"	"PRAMEF20"	645425
"ENSG00000162494"	"chr1"	13514048	13514049	2	"-"	"ENSG00000162494"	"LRRC38"	"protein_coding"	"chromosome"	"LRRC38"	126755
"ENSG00000162493"	"chr1"	13583464	13583465	2	"+"	"ENSG00000162493"	"PDPN"	"protein_coding"	"chromosome"	"PDPN"	10630
"ENSG00000116731"	"chr1"	13700197	13700198	2	"+"	"ENSG00000116731"	"PRDM2"	"protein_coding"	"chromosome"	"PRDM2"	7799
"ENSG00000189337"	"chr1"	13892791	13892792	2	"+"	"ENSG00000189337"	"KAZN"	"protein_coding"	"chromosome"	"KAZN"	23254
"ENSG00000171729"	"chr1"	15152531	15152532	2	"+"	"ENSG00000171729"	"TMEM51"	"protein_coding"	"chromosome"	"TMEM51"	55092
"ENSG00000142621"	"chr1"	15247271	15247272	2	"+"	"ENSG00000142621"	"FHAD1"	"protein_coding"	"chromosome"	"FHAD1"	114827
"ENSG00000142634"	"chr1"	15409894	15409895	2	"+"	"ENSG00000142634"	"EFHD2"	"protein_coding"	"chromosome"	"EFHD2"	79180
"ENSG00000162438"	"chr1"	15438438	15438439	2	"+"	"ENSG00000162438"	"CTRC"	"protein_coding"	"chromosome"	"CTRC"	11330
"ENSG00000142615"	"chr1"	15456727	15456728	2	"+"	"ENSG00000142615"	"CELA2A"	"protein_coding"	"chromosome"	"CELA2A"	63036
"ENSG00000215704"	"chr1"	15465908	15465909	2	"+"	"ENSG00000215704"	"CELA2B"	"protein_coding"	"chromosome"	"CELA2B"	51032
"ENSG00000132906"	"chr1"	15526534	15526535	2	"-"	"ENSG00000132906"	"CASP9"	"protein_coding"	"chromosome"	"CASP9"	842
"ENSG00000116138"	"chr1"	15526812	15526813	2	"+"	"ENSG00000116138"	"DNAJC16"	"protein_coding"	"chromosome"	"DNAJC16"	23341
"ENSG00000116771"	"chr1"	15585110	15585111	2	"-"	"ENSG00000116771"	"AGMAT"	"protein_coding"	"chromosome"	"AGMAT"	79814
"ENSG00000197312"	"chr1"	15617499	15617500	2	"+"	"ENSG00000197312"	"DDI2"	"protein_coding"	"chromosome"	"DDI2"	84301
"ENSG00000215695"	"chr1"	15659868	15659869	2	"+"	"ENSG00000215695"	"RSC1A1"	"protein_coding"	"chromosome"	"RSC1A1"	6248
"ENSG00000116786"	"chr1"	15684331	15684332	2	"+"	"ENSG00000116786"	"PLEKHM2"	"protein_coding"	"chromosome"	"PLEKHM2"	23207
"ENSG00000162461"	"chr1"	15736404	15736405	2	"+"	"ENSG00000162461"	"SLC25A34"	"protein_coding"	"chromosome"	"SLC25A34"	284723
"ENSG00000162460"	"chr1"	15742421	15742422	2	"+"	"ENSG00000162460"	"TMEM82"	"protein_coding"	"chromosome"	"TMEM82"	388595
"ENSG00000162458"	"chr1"	15756606	15756607	2	"+"	"ENSG00000162458"	"FBLIM1"	"protein_coding"	"chromosome"	"FBLIM1"	54751
"ENSG00000233954"	"chr1"	15809348	15809349	2	"-"	"ENSG00000233954"	"UQCRHL"	"protein_coding"	"chromosome"	"UQCRHL"	440567
"ENSG00000065526"	"chr1"	15847863	15847864	2	"+"	"ENSG00000065526"	"SPEN"	"protein_coding"	"chromosome"	"SPEN"	23013
"ENSG00000116809"	"chr1"	15976132	15976133	2	"-"	"ENSG00000116809"	"ZBTB17"	"protein_coding"	"chromosome"	"ZBTB17"	7709
"ENSG00000183888"	"chr1"	16004235	16004236	2	"+"	"ENSG00000183888"	"C1orf64"	"protein_coding"	"chromosome"	"C1orf64"	149563
"ENSG00000173641"	"chr1"	16019594	16019595	2	"-"	"ENSG00000173641"	"HSPB7"	"protein_coding"	"chromosome"	"HSPB7"	27129
"ENSG00000186510"	"chr1"	16018874	16018875	2	"+"	"ENSG00000186510"	"CLCNKA"	"protein_coding"	"chromosome"	"CLCNKA"	1187
"ENSG00000184908"	"chr1"	16043735	16043736	2	"+"	"ENSG00000184908"	"CLCNKB"	"protein_coding"	"chromosome"	"CLCNKB"	1188
"ENSG00000185519"	"chr1"	16073632	16073633	2	"-"	"ENSG00000185519"	"FAM131C"	"protein_coding"	"chromosome"	"FAM131C"	348487
"ENSG00000142627"	"chr1"	16156087	16156088	2	"-"	"ENSG00000142627"	"EPHA2"	"protein_coding"	"chromosome"	"EPHA2"	1969
"ENSG00000142632"	"chr1"	16212609	16212610	2	"-"	"ENSG00000142632"	"ARHGEF19"	"protein_coding"	"chromosome"	"ARHGEF19"	128272
"ENSG00000132881"	"chr1"	16237162	16237163	2	"-"	"ENSG00000132881"	"RSG1"	"protein_coding"	"chromosome"	"RSG1"	79363
"ENSG00000037637"	"chr1"	16352454	16352455	2	"-"	"ENSG00000037637"	"FBXO42"	"protein_coding"	"chromosome"	"FBXO42"	54455
"ENSG00000055070"	"chr1"	16352574	16352575	2	"+"	"ENSG00000055070"	"SZRD1"	"protein_coding"	"chromosome"	"SZRD1"	26099
"ENSG00000187144"	"chr1"	16437424	16437425	2	"-"	"ENSG00000187144"	"SPATA21"	"protein_coding"	"chromosome"	"SPATA21"	374955
"ENSG00000157191"	"chr1"	16440671	16440672	2	"+"	"ENSG00000157191"	"NECAP2"	"protein_coding"	"chromosome"	"NECAP2"	55707
"ENSG00000268991"	"chr1"	16539065	16539066	2	"+"	"ENSG00000268991"	"FAM231B"	"protein_coding"	"chromosome"	"FAM231B"	100133301
"ENSG00000219481"	"chr1"	16613562	16613563	2	"-"	"ENSG00000219481"	"NBPF1"	"protein_coding"	"chromosome"	"NBPF1"	101930059
"ENSG00000237847"	"chr1"	16673002	16673003	2	"+"	"ENSG00000237847"	"FAM231A"	"protein_coding"	"chromosome"	"FAM231A"	c(102723383, 729587, 729574)
"ENSG00000279132"	"chr1"	16734461	16734462	2	"-"	"ENSG00000279132"	"FAM231C"	"protein_coding"	"chromosome"	"FAM231C"	c(102723383, 729587)
"ENSG00000058453"	"chr1"	16740272	16740273	2	"+"	"ENSG00000058453"	"CROCC"	"protein_coding"	"chromosome"	"CROCC"	9696
"ENSG00000117122"	"chr1"	16980835	16980836	2	"-"	"ENSG00000117122"	"MFAP2"	"protein_coding"	"chromosome"	"MFAP2"	4237
"ENSG00000159363"	"chr1"	17011928	17011929	2	"-"	"ENSG00000159363"	"ATP13A2"	"protein_coding"	"chromosome"	"ATP13A2"	23400
"ENSG00000117118"	"chr1"	17054170	17054171	2	"-"	"ENSG00000117118"	"SDHB"	"protein_coding"	"chromosome"	"SDHB"	6390
"ENSG00000117115"	"chr1"	17119435	17119436	2	"-"	"ENSG00000117115"	"PADI2"	"protein_coding"	"chromosome"	"PADI2"	11240
"ENSG00000142623"	"chr1"	17205125	17205126	2	"+"	"ENSG00000142623"	"PADI1"	"protein_coding"	"chromosome"	"PADI1"	29943
"ENSG00000142619"	"chr1"	17249097	17249098	2	"+"	"ENSG00000142619"	"PADI3"	"protein_coding"	"chromosome"	"PADI3"	51702
"ENSG00000159339"	"chr1"	17308194	17308195	2	"+"	"ENSG00000159339"	"PADI4"	"protein_coding"	"chromosome"	"PADI4"	23569
"ENSG00000280226"	"chr1"	17331796	17331797	2	"-"	"ENSG00000280226"	"AC004824.1"	"protein_coding"	"chromosome"	"AC004824.1"	.
"ENSG00000276747"	"chr1"	17372195	17372196	2	"+"	"ENSG00000276747"	"PADI6"	"protein_coding"	"chromosome"	"PADI6"	353238
"ENSG00000179051"	"chr1"	17439724	17439725	2	"-"	"ENSG00000179051"	"RCC2"	"protein_coding"	"chromosome"	"RCC2"	55920
"ENSG00000074964"	"chr1"	17539834	17539835	2	"+"	"ENSG00000074964"	"ARHGEF10L"	"protein_coding"	"chromosome"	"ARHGEF10L"	55160
"ENSG00000117148"	"chr1"	17755312	17755313	2	"+"	"ENSG00000117148"	"ACTL8"	"protein_coding"	"chromosome"	"ACTL8"	81569
"ENSG00000117154"	"chr1"	18107745	18107746	2	"+"	"ENSG00000117154"	"IGSF21"	"protein_coding"	"chromosome"	"IGSF21"	84966
"ENSG00000179023"	"chr1"	18480981	18480982	2	"+"	"ENSG00000179023"	"KLHDC7A"	"protein_coding"	"chromosome"	"KLHDC7A"	127707
"ENSG00000009709"	"chr1"	18631005	18631006	2	"+"	"ENSG00000009709"	"PAX7"	"protein_coding"	"chromosome"	"PAX7"	5081
"ENSG00000179002"	"chr1"	18859682	18859683	2	"-"	"ENSG00000179002"	"TAS1R2"	"protein_coding"	"chromosome"	"TAS1R2"	80834
"ENSG00000255275"	"chr1"	18921121	18921122	2	"-"	"ENSG00000255275"	"RP13-279N23.2"	"protein_coding"	"chromosome"	"RP13-279N23.2"	.
"ENSG00000159423"	"chr1"	18902781	18902782	2	"-"	"ENSG00000159423"	"ALDH4A1"	"protein_coding"	"chromosome"	"ALDH4A1"	8659
"ENSG00000169991"	"chr1"	18956686	18956687	2	"-"	"ENSG00000169991"	"IFFO2"	"protein_coding"	"chromosome"	"IFFO2"	126917
"ENSG00000127481"	"chr1"	19210276	19210277	2	"-"	"ENSG00000127481"	"UBR4"	"protein_coding"	"chromosome"	"UBR4"	23352
"ENSG00000127463"	"chr1"	19251552	19251553	2	"-"	"ENSG00000127463"	"EMC1"	"protein_coding"	"chromosome"	"EMC1"	23065
"ENSG00000053372"	"chr1"	19251538	19251539	2	"+"	"ENSG00000053372"	"MRTO4"	"protein_coding"	"chromosome"	"MRTO4"	51154
"ENSG00000162482"	"chr1"	19289250	19289251	2	"-"	"ENSG00000162482"	"AKR7A3"	"protein_coding"	"chromosome"	"AKR7A3"	22977
"ENSG00000053371"	"chr1"	19312146	19312147	2	"-"	"ENSG00000053371"	"AKR7A2"	"protein_coding"	"chromosome"	"AKR7A2"	8574
"ENSG00000040487"	"chr1"	19312325	19312326	2	"+"	"ENSG00000040487"	"PQLC2"	"protein_coding"	"chromosome"	"PQLC2"	54896
"ENSG00000077549"	"chr1"	19485539	19485540	2	"-"	"ENSG00000077549"	"CAPZB"	"protein_coding"	"chromosome"	"CAPZB"	832
"ENSG00000173436"	"chr1"	19596976	19596977	2	"+"	"ENSG00000173436"	"MINOS1"	"protein_coding"	"chromosome"	"MINOS1"	440574
"ENSG00000270136"	"chr1"	19596978	19596979	2	"+"	"ENSG00000270136"	"MINOS1-NBL1"	"protein_coding"	"chromosome"	"MINOS1-NBL1"	100532736
"ENSG00000158747"	"chr1"	19640553	19640554	2	"+"	"ENSG00000158747"	"NBL1"	"protein_coding"	"chromosome"	"NBL1"	4681
"ENSG00000158748"	"chr1"	19665286	19665287	2	"+"	"ENSG00000158748"	"HTR6"	"protein_coding"	"chromosome"	"HTR6"	3362
"ENSG00000162542"	"chr1"	19799945	19799946	2	"-"	"ENSG00000162542"	"TMCO4"	"protein_coding"	"chromosome"	"TMCO4"	255104
"ENSG00000178828"	"chr1"	19815278	19815279	2	"-"	"ENSG00000178828"	"RNF186"	"protein_coding"	"chromosome"	"RNF186"	54546
"ENSG00000169914"	"chr1"	19882512	19882513	2	"+"	"ENSG00000169914"	"OTUD3"	"protein_coding"	"chromosome"	"OTUD3"	23252
"ENSG00000188784"	"chr1"	19923617	19923618	2	"-"	"ENSG00000188784"	"PLA2G2E"	"protein_coding"	"chromosome"	"PLA2G2E"	30814
"ENSG00000188257"	"chr1"	19980416	19980417	2	"-"	"ENSG00000188257"	"PLA2G2A"	"protein_coding"	"chromosome"	"PLA2G2A"	5320
"ENSG00000127472"	"chr1"	20028178	20028179	2	"+"	"ENSG00000127472"	"PLA2G5"	"protein_coding"	"chromosome"	"PLA2G5"	5322
"ENSG00000117215"	"chr1"	20119566	20119567	2	"-"	"ENSG00000117215"	"PLA2G2D"	"protein_coding"	"chromosome"	"PLA2G2D"	26279
"ENSG00000158786"	"chr1"	20139325	20139326	2	"+"	"ENSG00000158786"	"PLA2G2F"	"protein_coding"	"chromosome"	"PLA2G2F"	64600
"ENSG00000187980"	"chr1"	20177424	20177425	2	"-"	"ENSG00000187980"	"PLA2G2C"	"protein_coding"	"chromosome"	"PLA2G2C"	391013
"ENSG00000162543"	"chr1"	20186084	20186085	2	"+"	"ENSG00000162543"	"UBXN10"	"protein_coding"	"chromosome"	"UBXN10"	127733
"ENSG00000158816"	"chr1"	20290918	20290919	2	"+"	"ENSG00000158816"	"VWA5B1"	"protein_coding"	"chromosome"	"VWA5B1"	127731
"ENSG00000162545"	"chr1"	20486220	20486221	2	"-"	"ENSG00000162545"	"CAMK2N1"	"protein_coding"	"chromosome"	"CAMK2N1"	55450
"ENSG00000090432"	"chr1"	20508161	20508162	2	"-"	"ENSG00000090432"	"MUL1"	"protein_coding"	"chromosome"	"MUL1"	79594
"ENSG00000183114"	"chr1"	20552438	20552439	2	"+"	"ENSG00000183114"	"FAM43B"	"protein_coding"	"chromosome"	"FAM43B"	163933
"ENSG00000158825"	"chr1"	20588947	20588948	2	"+"	"ENSG00000158825"	"CDA"	"protein_coding"	"chromosome"	"CDA"	978
"ENSG00000158828"	"chr1"	20633454	20633455	2	"+"	"ENSG00000158828"	"PINK1"	"protein_coding"	"chromosome"	"PINK1"	c(102464833, 65018)
"ENSG00000244038"	"chr1"	20661544	20661545	2	"-"	"ENSG00000244038"	"DDOST"	"protein_coding"	"chromosome"	"DDOST"	1650
"ENSG00000117245"	"chr1"	20718017	20718018	2	"-"	"ENSG00000117245"	"KIF17"	"protein_coding"	"chromosome"	"KIF17"	57576
"ENSG00000189410"	"chr1"	20732837	20732838	2	"-"	"ENSG00000189410"	"SH2D5"	"protein_coding"	"chromosome"	"SH2D5"	400745
"ENSG00000127483"	"chr1"	20787323	20787324	2	"-"	"ENSG00000127483"	"HP1BP3"	"protein_coding"	"chromosome"	"HP1BP3"	50809
"ENSG00000075151"	"chr1"	21176888	21176889	2	"-"	"ENSG00000075151"	"EIF4G3"	"protein_coding"	"chromosome"	"EIF4G3"	8672
"ENSG00000117298"	"chr1"	21345504	21345505	2	"-"	"ENSG00000117298"	"ECE1"	"protein_coding"	"chromosome"	"ECE1"	1889
"ENSG00000142794"	"chr1"	21440127	21440128	2	"+"	"ENSG00000142794"	"NBPF3"	"protein_coding"	"chromosome"	"NBPF3"	84224
"ENSG00000162551"	"chr1"	21509371	21509372	2	"+"	"ENSG00000162551"	"ALPL"	"protein_coding"	"chromosome"	"ALPL"	249
"ENSG00000076864"	"chr1"	21669363	21669364	2	"-"	"ENSG00000076864"	"RAP1GAP"	"protein_coding"	"chromosome"	"RAP1GAP"	5909
"ENSG00000090686"	"chr1"	21783606	21783607	2	"-"	"ENSG00000090686"	"USP48"	"protein_coding"	"chromosome"	"USP48"	84196
"ENSG00000187942"	"chr1"	21812264	21812265	2	"+"	"ENSG00000187942"	"LDLRAD2"	"protein_coding"	"chromosome"	"LDLRAD2"	401944
"ENSG00000142798"	"chr1"	21937297	21937298	2	"-"	"ENSG00000142798"	"HSPG2"	"protein_coding"	"chromosome"	"HSPG2"	3339
"ENSG00000219073"	"chr1"	21977020	21977021	2	"+"	"ENSG00000219073"	"CELA3B"	"protein_coding"	"chromosome"	"CELA3B"	23436
"ENSG00000142789"	"chr1"	22001655	22001656	2	"+"	"ENSG00000142789"	"CELA3A"	"protein_coding"	"chromosome"	"CELA3A"	10136
"ENSG00000070831"	"chr1"	22052626	22052627	2	"+"	"ENSG00000070831"	"CDC42"	"protein_coding"	"chromosome"	"CDC42"	998
"ENSG00000162552"	"chr1"	22143969	22143970	2	"-"	"ENSG00000162552"	"WNT4"	"protein_coding"	"chromosome"	"WNT4"	54361
"ENSG00000184677"	"chr1"	22451850	22451851	2	"+"	"ENSG00000184677"	"ZBTB40"	"protein_coding"	"chromosome"	"ZBTB40"	9923
"ENSG00000070886"	"chr1"	22563563	22563564	2	"+"	"ENSG00000070886"	"EPHA8"	"protein_coding"	"chromosome"	"EPHA8"	2046
"ENSG00000173372"	"chr1"	22636505	22636506	2	"+"	"ENSG00000173372"	"C1QA"	"protein_coding"	"chromosome"	"C1QA"	712
"ENSG00000159189"	"chr1"	22643629	22643630	2	"+"	"ENSG00000159189"	"C1QC"	"protein_coding"	"chromosome"	"C1QC"	714
"ENSG00000173369"	"chr1"	22652761	22652762	2	"+"	"ENSG00000173369"	"C1QB"	"protein_coding"	"chromosome"	"C1QB"	713
"ENSG00000133216"	"chr1"	22710838	22710839	2	"+"	"ENSG00000133216"	"EPHB2"	"protein_coding"	"chromosome"	"EPHB2"	2048
"ENSG00000215906"	"chr1"	22965338	22965339	2	"-"	"ENSG00000215906"	"LACTBL1"	"protein_coding"	"chromosome"	"LACTBL1"	646262
"ENSG00000227868"	"chr1"	23015850	23015851	2	"-"	"ENSG00000227868"	"C1orf234"	"protein_coding"	"chromosome"	"C1orf234"	729059
"ENSG00000004487"	"chr1"	23019447	23019448	2	"+"	"ENSG00000004487"	"KDM1A"	"protein_coding"	"chromosome"	"KDM1A"	23028
"ENSG00000169641"	"chr1"	23177808	23177809	2	"-"	"ENSG00000169641"	"LUZP1"	"protein_coding"	"chromosome"	"LUZP1"	7798
"ENSG00000179546"	"chr1"	23194729	23194730	2	"-"	"ENSG00000179546"	"HTR1D"	"protein_coding"	"chromosome"	"HTR1D"	3352
"ENSG00000125944"	"chr1"	23344336	23344337	2	"-"	"ENSG00000125944"	"HNRNPR"	"protein_coding"	"chromosome"	"HNRNPR"	10236
"ENSG00000125945"	"chr1"	23369442	23369443	2	"-"	"ENSG00000125945"	"ZNF436"	"protein_coding"	"chromosome"	"ZNF436"	80818
"ENSG00000204219"	"chr1"	23424740	23424741	2	"-"	"ENSG00000204219"	"TCEA3"	"protein_coding"	"chromosome"	"TCEA3"	6920
"ENSG00000088280"	"chr1"	23484568	23484569	2	"-"	"ENSG00000088280"	"ASAP3"	"protein_coding"	"chromosome"	"ASAP3"	55616
"ENSG00000007968"	"chr1"	23531220	23531221	2	"-"	"ENSG00000007968"	"E2F2"	"protein_coding"	"chromosome"	"E2F2"	1870
"ENSG00000117318"	"chr1"	23559794	23559795	2	"-"	"ENSG00000117318"	"ID3"	"protein_coding"	"chromosome"	"ID3"	3399
"ENSG00000197880"	"chr1"	23581494	23581495	2	"+"	"ENSG00000197880"	"MDS2"	"protein_coding"	"chromosome"	"MDS2"	.
"ENSG00000142676"	"chr1"	23691778	23691779	2	"+"	"ENSG00000142676"	"RPL11"	"protein_coding"	"chromosome"	"RPL11"	6135
"ENSG00000011007"	"chr1"	23743154	23743155	2	"+"	"ENSG00000011007"	"TCEB3"	"protein_coding"	"chromosome"	"TCEB3"	6924
"ENSG00000057757"	"chr1"	23778404	23778405	2	"+"	"ENSG00000057757"	"PITHD1"	"protein_coding"	"chromosome"	"PITHD1"	57095
"ENSG00000011009"	"chr1"	23790969	23790970	2	"+"	"ENSG00000011009"	"LYPLA2"	"protein_coding"	"chromosome"	"LYPLA2"	11313
"ENSG00000117308"	"chr1"	23800804	23800805	2	"-"	"ENSG00000117308"	"GALE"	"protein_coding"	"chromosome"	"GALE"	2582
"ENSG00000117305"	"chr1"	23838620	23838621	2	"-"	"ENSG00000117305"	"HMGCL"	"protein_coding"	"chromosome"	"HMGCL"	3155
"ENSG00000179163"	"chr1"	23868294	23868295	2	"-"	"ENSG00000179163"	"FUCA1"	"protein_coding"	"chromosome"	"FUCA1"	2517
"ENSG00000188822"	"chr1"	23913362	23913363	2	"-"	"ENSG00000188822"	"CNR2"	"protein_coding"	"chromosome"	"CNR2"	1269
"ENSG00000189266"	"chr1"	23959108	23959109	2	"+"	"ENSG00000189266"	"PNRC2"	"protein_coding"	"chromosome"	"PNRC2"	55629
"ENSG00000188529"	"chr1"	23980927	23980928	2	"-"	"ENSG00000188529"	"SRSF10"	"protein_coding"	"chromosome"	"SRSF10"	10772
"ENSG00000142661"	"chr1"	24112175	24112176	2	"-"	"ENSG00000142661"	"MYOM3"	"protein_coding"	"chromosome"	"MYOM3"	127294
"ENSG00000142677"	"chr1"	24143121	24143122	2	"-"	"ENSG00000142677"	"IL22RA1"	"protein_coding"	"chromosome"	"IL22RA1"	58985
"ENSG00000185436"	"chr1"	24187959	24187960	2	"-"	"ENSG00000185436"	"IFNLR1"	"protein_coding"	"chromosome"	"IFNLR1"	163702
"ENSG00000158055"	"chr1"	24319321	24319322	2	"+"	"ENSG00000158055"	"GRHL3"	"protein_coding"	"chromosome"	"GRHL3"	57822
"ENSG00000001460"	"chr1"	24416934	24416935	2	"-"	"ENSG00000001460"	"STPG1"	"protein_coding"	"chromosome"	"STPG1"	90529
"ENSG00000001461"	"chr1"	24415793	24415794	2	"+"	"ENSG00000001461"	"NIPAL3"	"protein_coding"	"chromosome"	"NIPAL3"	57185
"ENSG00000117602"	"chr1"	24502350	24502351	2	"+"	"ENSG00000117602"	"RCAN3"	"protein_coding"	"chromosome"	"RCAN3"	11123
"ENSG00000184454"	"chr1"	24556110	24556111	2	"+"	"ENSG00000184454"	"NCMAP"	"protein_coding"	"chromosome"	"NCMAP"	400746
"ENSG00000133226"	"chr1"	24631715	24631716	2	"+"	"ENSG00000133226"	"SRRM1"	"protein_coding"	"chromosome"	"SRRM1"	10250
"ENSG00000169504"	"chr1"	24745356	24745357	2	"+"	"ENSG00000169504"	"CLIC4"	"protein_coding"	"chromosome"	"CLIC4"	25932
"ENSG00000020633"	"chr1"	24965121	24965122	2	"-"	"ENSG00000020633"	"RUNX3"	"protein_coding"	"chromosome"	"RUNX3"	864
"ENSG00000117614"	"chr1"	25232502	25232503	2	"-"	"ENSG00000117614"	"SYF2"	"protein_coding"	"chromosome"	"SYF2"	25949
"ENSG00000117616"	"chr1"	25338213	25338214	2	"-"	"ENSG00000117616"	"RSRP1"	"protein_coding"	"chromosome"	"RSRP1"	57035
"ENSG00000187010"	"chr1"	25272392	25272393	2	"+"	"ENSG00000187010"	"RHD"	"protein_coding"	"chromosome"	"RHD"	6007:6006
"ENSG00000183726"	"chr1"	25337916	25337917	2	"+"	"ENSG00000183726"	"TMEM50A"	"protein_coding"	"chromosome"	"TMEM50A"	23585
"ENSG00000188672"	"chr1"	25430192	25430193	2	"-"	"ENSG00000188672"	"RHCE"	"protein_coding"	"chromosome"	"RHCE"	6006
"ENSG00000204178"	"chr1"	25430857	25430858	2	"+"	"ENSG00000204178"	"TMEM57"	"protein_coding"	"chromosome"	"TMEM57"	55219
"ENSG00000157978"	"chr1"	25543579	25543580	2	"+"	"ENSG00000157978"	"LDLRAP1"	"protein_coding"	"chromosome"	"LDLRAP1"	26119
"ENSG00000117643"	"chr1"	25617467	25617468	2	"+"	"ENSG00000117643"	"MAN1C1"	"protein_coding"	"chromosome"	"MAN1C1"	57134
"ENSG00000162430"	"chr1"	25800175	25800176	2	"+"	"ENSG00000162430"	"SEPN1"	"protein_coding"	"chromosome"	"SEPN1"	57190
"ENSG00000255054"	"chr1"	25811469	25811470	2	"+"	"ENSG00000255054"	"RP1-317E23.6"	"protein_coding"	"chromosome"	"RP1-317E23.6"	.
"ENSG00000117640"	"chr1"	25818639	25818640	2	"+"	"ENSG00000117640"	"MTFR1L"	"protein_coding"	"chromosome"	"MTFR1L"	56181
"ENSG00000127423"	"chr1"	25859458	25859459	2	"-"	"ENSG00000127423"	"AUNIP"	"protein_coding"	"chromosome"	"AUNIP"	79000
"ENSG00000182749"	"chr1"	25871253	25871254	2	"-"	"ENSG00000182749"	"PAQR7"	"protein_coding"	"chromosome"	"PAQR7"	164091
"ENSG00000117632"	"chr1"	25906991	25906992	2	"-"	"ENSG00000117632"	"STMN1"	"protein_coding"	"chromosome"	"STMN1"	c(100500808, 3925)
"ENSG00000158006"	"chr1"	25998157	25998158	2	"-"	"ENSG00000158006"	"PAFAH2"	"protein_coding"	"chromosome"	"PAFAH2"	5051
"ENSG00000158008"	"chr1"	26019883	26019884	2	"+"	"ENSG00000158008"	"EXTL1"	"protein_coding"	"chromosome"	"EXTL1"	2134
"ENSG00000158014"	"chr1"	26046133	26046134	2	"-"	"ENSG00000158014"	"SLC30A2"	"protein_coding"	"chromosome"	"SLC30A2"	7780
"ENSG00000158022"	"chr1"	26068436	26068437	2	"-"	"ENSG00000158022"	"TRIM63"	"protein_coding"	"chromosome"	"TRIM63"	84676
"ENSG00000175087"	"chr1"	26111164	26111165	2	"+"	"ENSG00000175087"	"PDIK1L"	"protein_coding"	"chromosome"	"PDIK1L"	149420
"ENSG00000197245"	"chr1"	26159019	26159020	2	"+"	"ENSG00000197245"	"FAM110D"	"protein_coding"	"chromosome"	"FAM110D"	79927
"ENSG00000282872"	"chr1"	26168581	26168582	2	"-"	"ENSG00000282872"	"RP11-96L14.8"	"protein_coding"	"chromosome"	"RP11-96L14.8"	.
"ENSG00000236782"	"chr1"	26171821	26171822	2	"-"	"ENSG00000236782"	"RP11-96L14.7"	"protein_coding"	"chromosome"	"RP11-96L14.7"	.
"ENSG00000142684"	"chr1"	26169870	26169871	2	"+"	"ENSG00000142684"	"ZNF593"	"protein_coding"	"chromosome"	"ZNF593"	51042
"ENSG00000142675"	"chr1"	26177402	26177403	2	"+"	"ENSG00000142675"	"CNKSR1"	"protein_coding"	"chromosome"	"CNKSR1"	10256
"ENSG00000188782"	"chr1"	26190560	26190561	2	"+"	"ENSG00000188782"	"CATSPER4"	"protein_coding"	"chromosome"	"CATSPER4"	378807
"ENSG00000130695"	"chr1"	26234152	26234153	2	"+"	"ENSG00000130695"	"CEP85"	"protein_coding"	"chromosome"	"CEP85"	64793
"ENSG00000142669"	"chr1"	26279175	26279176	2	"+"	"ENSG00000142669"	"SH3BGRL3"	"protein_coding"	"chromosome"	"SH3BGRL3"	83442
"ENSG00000158062"	"chr1"	26318363	26318364	2	"-"	"ENSG00000158062"	"UBXN11"	"protein_coding"	"chromosome"	"UBXN11"	91544
"ENSG00000169442"	"chr1"	26317956	26317957	2	"+"	"ENSG00000169442"	"CD52"	"protein_coding"	"chromosome"	"CD52"	1043
